3.863746427238505277e+01,8.829748226556642265e+00,1.000000000000000000e+00
3.789985609146144441e+01,8.661493451153710055e+00,1.000000000000000000e+00
3.697704384826013779e+01,7.304098212044999983e+00,0.000000000000000000e+00
3.801421992508569758e+01,7.171124175844170168e+00,1.000000000000000000e+00
3.664077114796553758e+01,6.845722761714721827e+00,0.000000000000000000e+00
3.786147431767184202e+01,8.183951346377478231e+00,1.000000000000000000e+00
3.548525069602116844e+01,7.503647704647130823e+00,0.000000000000000000e+00
3.772187109976189134e+01,6.952006917165135746e+00,1.000000000000000000e+00
3.673098322374372771e+01,7.682786944294189624e+00,0.000000000000000000e+00
3.657905005023862088e+01,7.461091132711866969e+00,0.000000000000000000e+00
3.602157336723045944e+01,7.264406525488620758e+00,0.000000000000000000e+00
3.812834245269073818e+01,6.666801302635699145e+00,1.000000000000000000e+00
3.676822741766227409e+01,7.072873078592215812e+00,0.000000000000000000e+00
3.751736816828430676e+01,8.542672870807750840e+00,1.000000000000000000e+00
3.713196235352704377e+01,7.313213456217598107e+00,1.000000000000000000e+00
3.666877741452206863e+01,7.017842304970317358e+00,0.000000000000000000e+00
3.705214459208775679e+01,7.196208354111027994e+00,1.000000000000000000e+00
3.776912914880979599e+01,7.341623829317335037e+00,1.000000000000000000e+00
3.750860758179672416e+01,8.313185436700251785e+00,1.000000000000000000e+00
3.751855424769468783e+01,8.987850004822789174e+00,1.000000000000000000e+00
3.729660659278184909e+01,7.376005048208968518e+00,0.000000000000000000e+00
3.639434229787904940e+01,6.377234832710388268e+00,0.000000000000000000e+00
3.728206968974999569e+01,6.896395888937016494e+00,0.000000000000000000e+00
3.637988811963545288e+01,6.729071745357993350e+00,0.000000000000000000e+00
3.675105666629870171e+01,7.467160956377363767e+00,1.000000000000000000e+00
3.585296148000796279e+01,6.985941169939402506e+00,0.000000000000000000e+00
3.735265876298434762e+01,8.116010399260314756e+00,1.000000000000000000e+00
3.726096115899792238e+01,6.603642237465876974e+00,0.000000000000000000e+00
